Manual,Gender,Speaker,Citation,Text,Partial
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"""Where Justice, Love, and Mercy Meet,"" Ensign, May 2015, 105–6","""There was an actual Adam and Eve who fell from an actual Eden, with all the consequences that fall carried with it. . . . Because we were then born into that fallen world and because we too would transgress the laws of God, we also were sentenced to the same penalties that Adam and Eve faced.  ¶ What a plight! The entire human race in free fall — every man, woman, and child in it physically tumbling toward permanent death, spiritually plunging toward eternal anguish. Is that what life was meant to be? Is this the grand finale of the human experience? Are we all just hanging in a cold canyon somewhere in an indifferent universe, each of us searching for a toehold, each of us seeking for something to grip — with nothing but the feeling of sand sliding under our fingers, nothing to save us, nothing to hold on to, much less anything to hold on to us? . . . ¶ The answer to those questions is an unequivocal and eternal no! . . . [The] Atonement would achieve complete victory over physical death, unconditionally granting resurrection to every person who has been born or ever will be born into this world. Mercifully it would also provide forgiveness for the personal sins of all, from Adam to the end of the world, conditioned upon repentance and obedience to divine commandments""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant: The Messianic Message of the Book of Mormon [1997], 49–50","""The «doctrine of Christ» as taught by Nephi in his grand, summational discourse focuses on faith in the Lord Jesus Christ, repentance, baptism by immersion, receiving the gift of the Holy Ghost, and enduring to the end. It does not, in this declaration, attempt to cover the entire plan of salvation, all the virtues of a Christian life, or the rewards that await us in differing degrees of heavenly glory. It does not, in this declaration, deal with the offices of the priesthood, the ordinances of the temple, or many other true doctrines. All these are important, but as used in the Book of Mormon, «the doctrine of Christ» is simple and direct. It focuses on the first principles of the gospel exclusively, including an expression of encouragement to endure, to persist, to press on. Indeed, it is in the clarity and simplicity of «the doctrine of Christ» that its impact is found""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"""The Only True God and Jesus Christ Whom Thou Hast Sent,"" Ensign, Nov. 2007, 40","""We believe They are one in every significant and eternal aspect imaginable except believing them to be three persons combined in one substance""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"""The Cost — and Blessings — of Discipleship,"" Ensign, May 2014, 6–9","""If you haven't already, you will one day find yourself called upon to defend your faith or perhaps even endure some personal abuse simply because you are a member of The Church of Jesus Christ of Latter-day Saints. Such moments will require both courage and courtesy on your part. ¶ . . . You may wonder if it is worth it to take a courageous moral stand in high school or to go on a mission only to have your most cherished beliefs reviled or to strive against much in society that sometimes ridicules a life of religious devotion. Yes, it is worth it. . . .  ¶ Friends, especially my young friends, take heart. Pure Christlike love flowing from true righteousness can change the world. . . . ¶ Be strong. Live the gospel faithfully even if others around you I don't live it at all. Defend your beliefs with courtesy and with compassion, but defend them""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"""A Teacher Come from God,"" Ensign, May 1998, 26–27","""Are we really nurturing our youth and our new members in a way that will sustain them when the stresses of life appear? Or are we giving them a kind of theological Twinkie — spiritually empty calories?. . . During a severe winter several years ago, President Boyd K. Packer noted that a goodly number of deer had died of starvation while their stomachs were full of hay. In an honest effort to assist, agencies had supplied the superficial when the substantial was what had been needed. Regrettably they had fed the deer but they had not nourished them. . . . ¶ Satan is certainly not subtle in his teachings; why should we be? Whether we are instructing our children at home or standing before an audience in church, let us never make our faith difficult to detect. . . . Give scripturally based sermons. Teach the revealed doctrine""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"""A Teacher Come from God,"" Ensign, May 1998, 26","""Most people don't come to church looking merely for a few new gospel facts or to see old friends, though all of that is important. They come seeking a spiritual experience. They want peace. They want their faith fortified and their hope renewed. They want, in short, to be nourished by the good word of God, to be strengthened by the powers of heaven""",False
CFM_BM_2019_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant: The Messianic Message of the Book of Mormon [1997], 336","""[Another meaning is] Christ's unfailing, ultimate, and atoning love for us. ... It is that charity — his pure love for us — without which we would be nothing""",False
CFM_BM_2019_T.xml,men,John Whitmer,"Noel B. Reynolds, ed., Book of Mormon Authorship Revisited: The Evidence for Ancient Origins [1997], 55–56","""I have never heard that any one of the three or eight witnesses ever denied the testimony that they have borne. . . . Our names have gone forth to all nations, tongues and people as a divine revelation from God. And it will bring to pass the designs of God according to the declaration therein contained""",False
CFM_BM_2019_T.xml,men,Joseph Smith,Unknown,"""A man would get nearer to God by abiding by [the Book of Mormon's] precepts, than by any other book.""",False
CFM_BM_2019_T.xml,men,L. Tom Perry,"""United in Building the Kingdom of God,"" Ensign, May 1987, 34","""We need to take Jacob's counsel to heart. We should read this scripture as though it were written expressly for us in these days, because it was. His words should cause us to ask soul-searching questions of ourselves. Is the order of things right in our own lives? Are we investing, first and foremost, in the things that are eternal in nature? Do we have an eternal perspective? Or have we fallen into the trap of investing in the things of this world first and then forgetting the Lord?""",False
